NOME,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
ALUNO-268,0.0,B,2022.0,Não,8000002.0,143.0,40.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10.0,6875,7.25,2024-05-07 00:00:00,7.0,,2.0,5625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Sim,2024-05-09 00:00:00,5.0,Fase 1 (4º ano)
ALUNO-272,1.0,D,2022.0,Não,7725002.0,228.0,59.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10.0,5.0,6.0,5.0,7.0,,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,2024-05-07 00:00:00,10.0,Fase 1 (4º ano)
ALUNO-273,1.0,B,2018.0,Não,6683335555555550.0,595.0,145.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,6777777777777770,2024-05-07 00:00:00,5666666666666660,5833333333333330,2024-05-05 00:00:00,,3.0,5833333333333330,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Não,7555556666666660,5.0,Fase 2 (5º e 6º ano)
ALUNO-275,4.0,L,2017.0,Não,6073162378787870.0,714.0,65.0,15.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833334,6102272727272720,6.25,3966666666666660,3666666666666660,6166666666666660,2066666666666660,4.0,734375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Não,68333275,5.0,Fase 5 (1º EM)
ALUNO-276,0.0,D,2022.0,Não,7703185605565630.0,233.0,63.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,895341802782819,8125,8.25,9.0,2024-05-07 00:00:00,,2.0,5.0,Promovido de Fase,Promovido de Fase,,,Não,Não,8.0,5.0,Fase 1 (4º ano)
ALUNO-277,1.0,J,2018.0,Não,7305919652173910.0,385.0,100.0,8.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,8626811594202890,6875,8.25,8.0,2024-05-08 00:00:00,,3.0,6041666666666660,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Não,7944443333333330,2024-05-02 00:00:00,Fase 4 (9º ano)
ALUNO-279,3.0,N,2022.0,Não,5800078489240220.0,750.0,108.0,11.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,7024703557312250,5.0,4055555555555550,4666666666666660,5.0,2024-05-02 00:00:00,3.0,5625-06-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Não,5888883333333330,5.0,Fase 4 (9º ano)
ALUNO-281,1.0,N,2022.0,Não,7424538592592590.0,346.0,91.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,887962962962963,2024-05-07 00:00:00,6.75,8.0,2024-05-05 00:00:00,,3.0,6041666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,772222,5.0,Fase 2 (5º e 6º ano)
ALUNO-282,6.0,A,2021.0,Sim,8086937830917870.0,119.0,5.0,5.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916668,786141304347826,6875,8644444444444440,10.0,6266666666666660,9666666666666660,4.0,859375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,9111116666666660,5.0,Fase 7 (3º EM)
ALUNO-283,6.0,A,2021.0,Não,7979045229610680.0,147.0,6.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833334,8313618925831200,8.75,6888888888888880,9166666666666660,2024-08-03 00:00:00,2024-07-07 00:00:00,4.0,796875,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Sim,9666673333333330,5.0,Fase 7 (3º EM)
ALUNO-288,4.0,A,2020.0,Sim,8107440578115110.0,114.0,11.0,4.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791667,8724699557242250,2024-05-07 00:00:00,7333333333333330,7333333333333330,7333333333333330,7333333333333330,4.0,8125,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,7708335,10.0,Fase 3 (7º e 8º ano)
ALUNO-289,1.0,P,2022.0,Não,7189287269841270.0,434.0,110.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,8015873015873010,6875,7333333333333330,7333333333333330,7333333333333330,,3.0,6041666666666660,Mantido na Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Sim,Não,7388886666666660,5.0,Fase 2 (5º e 6º ano)
ALUNO-290,2.0,M,2022.0,Não,7175127373737370.0,439.0,68.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,8118686868686860,2024-05-07 00:00:00,2024-05-04 00:00:00,5.0,4.0,,3.0,6458333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6777773333333330,10.0,Fase 2 (5º e 6º ano)
ALUNO-291,2.0,F,2022.0,Não,6644446000000000.0,610.0,104.0,17.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,10.0,6875,2.0,1.0,3.0,,3.0,6458333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7055553333333330,5.0,Fase 3 (7º e 8º ano)
ALUNO-292,6.0,A,2022.0,Não,8676670333333330.0,17.0,3.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,958335,8.75,10.0,7966666666666660,2024-05-09 00:00:00,2024-04-04 00:00:00,10.0,4.0,8.75,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sim,Sim,1000001,5.0,Fase 7 (3º EM)
ALUNO-293,5.0,F,2019.0,Não,3845535880952380.0,857.0,60.0,5.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708333,2682539682539680,5.0,7222222222222220,3333333333333330,1833333333333330,0.0,4.0,3125-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,46250025,5.0,Fase 6 (2º EM)
ALUNO-294,0.0,O,2021.0,Sim,8264312621417790.0,68.0,17.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,934238310708899,5625,8.0,7833333333333330,8166666666666660,,2.0,5.0,Promovido de Fase,Promovido de Fase,,,Não,Sim,866667,10.0,ALFA  (2º e 3º ano)
ALUNO-295,2.0,B,2017.0,Não,7720835333333330.0,229.0,36.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,8166666666666660,2024-05-07 00:00:00,2024-05-06 00:00:00,6.0,7.0,,3.0,6041666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7666666666666660,10.0,Fase 2 (5º e 6º ano)
ALUNO-296,2.0,A,2020.0,Não,6823047731379730.0,548.0,86.0,8.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,6990231990231980,2024-05-07 00:00:00,5.25,4.0,2024-05-06 00:00:00,,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Não,7499996666666660,5.0,Fase 3 (7º e 8º ano)
ALUNO-298,1.0,H,2022.0,Não,5538561201058200.0,786.0,181.0,8.0,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,8505291005291000,5.0,4.25,0.5,8.0,,2.0,4375,Mantido na Fase atual,Promovido de Fase,,,Não,Não,4500005,2024-05-02 00:00:00,Fase 4 (9º ano)
ALUNO-301,2.0,P,2019.0,Não,8188103917267910.0,87.0,11.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,7919672919672910,2024-05-07 00:00:00,8.0,8.0,8.0,,3.0,6875,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Não,8333336666666660,10.0,Fase 2 (5º e 6º ano)
ALUNO-302,0.0,M,2022.0,Não,7873412973084880.0,179.0,49.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,8271221532091090,2024-05-07 00:00:00,7033333333333330,2024-02-07 00:00:00,6866666666666660,,2.0,5625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,2024-05-07 00:00:00,10.0,ALFA  (2º e 3º ano)
ALUNO-304,0.0,V,2022.0,Não,7461086814000810.0,330.0,97.0,4.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,7403337403337400,2024-05-07 00:00:00,6266666666666660,6600000000000000,5933333333333330,,2.0,9375-05-01 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Sim,941667,5.0,Fase 1 (4º ano)
ALUNO-305,4.0,P,2018.0,Sim,6916844597820300.0,522.0,44.0,5.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7916679999999990,8301236044657090,6.25,5944444444444440,4666666666666660,8166666666666660,5.0,4.0,734375,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,70833275,5.0,Fase 5 (1º EM)
ALUNO-307,3.0,N,2022.0,Não,6099999.0,708.0,98.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,541667,5364583333333330,5.0,5333333333333330,4333333333333330,3333333333333330,8333333333333330,3.0,7.1875,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Não,5999993333333330,10.0,Fase 3 (7º e 8º ano)
ALUNO-308,0.0,K,2022.0,Não,8196890131054130.0,86.0,22.0,4.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,898860398860399,2024-05-07 00:00:00,9516666666666660,2024-06-09 00:00:00,9433333333333330,,2.0,5625,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Sim,841667,5.0,Fase 2 (5º e 6º ano)
ALUNO-311,0.0,A,2021.0,Não,7479539037037030.0,323.0,96.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,8518518518518510,8125,8816666666666660,2024-05-08 00:00:00,9133333333333330,,2.0,5.0,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6.75,5.0,Fase 1 (4º ano)
ALUNO-312,3.0,M,2019.0,Sim,7278024793650790.0,404.0,48.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708333,819047619047619,5.0,6777777777777770,6333333333333330,7333333333333330,6666666666666660,4.0,734375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,670833,10.0,Fase 3 (7º e 8º ano)
ALUNO-313,1.0,J,2020.0,Não,7073794270531400.0,464.0,118.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,8743961352657000,5.0,6833333333333330,6333333333333330,7333333333333330,,3.0,5416666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7333333333333330,5.0,Fase 3 (7º e 8º ano)
ALUNO-314,2.0,L,2022.0,Não,640785501494477.0,660.0,120.0,15.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,641668,8671215074723840,5625,4666666666666660,4166666666666660,5166666666666660,,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7055553333333330,5.0,Fase 3 (7º e 8º ano)
ALUNO-316,3.0,N,2022.0,Não,5671800072463760.0,764.0,111.0,12.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666667,5095108695652170,2024-05-07 00:00:00,3.0,3.0,4166666666666660,1833333333333330,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Não,5055556666666660,10.0,Fase 3 (7º e 8º ano)
ALUNO-317,0.0,U,2022.0,Não,7412495022283370.0,352.0,104.0,6.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,6999961778083550,2024-05-07 00:00:00,7583333333333330,7666666666666660,2024-05-07 00:00:00,,2.0,5625,Promovido de Fase,Promovido de Fase,,,Não,Sim,866667,5.0,Fase 2 (5º e 6º ano)
ALUNO-320,2.0,P,2022.0,Não,8226391777777770.0,78.0,8.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1000002,8222222222222220,2024-05-07 00:00:00,2024-05-07 00:00:00,9.0,6.0,,3.0,6875,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,8222226666666660,10.0,Fase 2 (5º e 6º ano)
ALUNO-322,1.0,L,2022.0,Não,6350000444444440.0,669.0,162.0,13.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950002,7222222222222220,2024-05-07 00:00:00,3666666666666660,4666666666666660,2666666666666660,,3.0,5833333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6944436666666660,5.0,Fase 2 (5º e 6º ano)
ALUNO-323,1.0,B,2016.0,Sim,6322731276895940.0,678.0,163.0,14.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,691668,9217813051146380,5.0,5083333333333330,4166666666666660,6.0,,3.0,6041666666666660,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Não,Não,5833336666666660,5.0,Fase 3 (7º e 8º ano)
ALUNO-325,0.0,N,2022.0,Não,3898064782135070.0,856.0,190.0,9.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4302832244008710,4375,1666666666666660,0.0,3333333333333330,,2.0,5.0,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6333325,5.0,Fase 1 (4º ano)
ALUNO-326,0.0,Z,2022.0,Não,815362222793149.0,97.0,27.0,5.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,8922266139657440,2024-05-07 00:00:00,9.45,9633333333333330,9266666666666660,,2.0,5625,Promovido de Fase,Mantido na Fase atual,,,Não,Sim,9083335,5.0,Fase 1 (4º ano)
ALUNO-327,0.0,Y,2022.0,Não,8538335.0,30.0,5.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,9.0,2024-05-07 00:00:00,9.15,2024-08-09 00:00:00,2024-05-08 00:00:00,,2.0,6.25,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Sim,8416665,10.0,ALFA  (2º e 3º ano)
ALUNO-330,3.0,G,2022.0,Não,7958056222222220.0,152.0,23.0,1.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833334,8575000000000000,2024-05-07 00:00:00,6611111111111110,6666666666666660,2024-05-06 00:00:00,6666666666666660,4.0,8125,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Sim,Não,7625,10.0,Fase 3 (7º e 8º ano)
ALUNO-331,1.0,K,2021.0,Sim,8622225333333330.0,26.0,4.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,10.0,5625,9.25,9333333333333330,9166666666666660,,3.0,6041666666666660,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Não,8277783333333330,10.0,Fase 1 (4º ano)
ALUNO-332,2.0,F,2019.0,Não,8750002666666660.0,12.0,1.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,10.0,2024-05-07 00:00:00,8.75,2024-05-09 00:00:00,8.0,,3.0,6666666666666660,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,8166670000000000,10.0,Fase 2 (5º e 6º ano)
ALUNO-333,0.0,Z,2022.0,Não,7523491593073590.0,301.0,84.0,8.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,7132034632034630,5625,7683333333333330,8433333333333330,6933333333333330,,2.0,3125-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,733333,10.0,ALFA  (2º e 3º ano)
ALUNO-334,0.0,Y,2022.0,Não,6252917.0,695.0,176.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,5.0,8125,2024-09-05 00:00:00,6.0,2024-08-05 00:00:00,,2.0,9375-05-01 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Não,8333335,10.0,ALFA  (2º e 3º ano)
ALUNO-336,0.0,B,2020.0,Não,7172291906282800.0,441.0,129.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,8215624531414000,2024-05-07 00:00:00,6.25,6666666666666660,5833333333333330,,2.0,5625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7833325,5.0,Fase 2 (5º e 6º ano)
ALUNO-337,6.0,A,2016.0,Sim,7123577106726740.0,449.0,12.0,12.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,7580379978078180,8125,798888888888889,7666666666666660,2024-03-06 00:00:00,10.0,4.0,8.75,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,9111116666666660,5.0,Fase 7 (3º EM)
ALUNO-340,5.0,C,2018.0,Não,5717800478632470.0,756.0,47.0,3.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833334,6073717948717940,2024-05-07 00:00:00,2494444444444440,4666666666666660,2566666666666660,0.25,4.0,6875,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,Alocado em Fase anterior,Não,Não,6166670000000000,5.0,Fase 6 (2º EM)
ALUNO-342,3.0,A,2016.0,Sim,7024874570707070.0,481.0,61.0,13.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,8825757575757570,4375,6277777777777770,6166666666666660,5333333333333330,7333333333333330,4.0,8.75,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Sim,8458337499999990,10.0,Fase 3 (7º e 8º ano)
ALUNO-345,1.0,J,2019.0,Não,572210322705314.0,755.0,179.0,17.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,7041062801932360,2024-05-07 00:00:00,1333333333333330,6666666666666660,2.0,,3.0,5416666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6777776666666660,5.0,Fase 2 (5º e 6º ano)
ALUNO-347,0.0,F,2022.0,Não,7387203380952380.0,366.0,110.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,8571428571428570,5.0,6833333333333330,7.0,6666666666666660,,2.0,4.0625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6999995,10.0,ALFA  (2º e 3º ano)
ALUNO-348,1.0,J,2019.0,Não,6589433478260870.0,630.0,153.0,13.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,8815217391304340,2024-05-07 00:00:00,3666666666666660,3333333333333330,4.0,,3.0,6041666666666660,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,694444,5.0,Fase 2 (5º e 6º ano)
ALUNO-350,0.0,K,2022.0,Não,8480834141954660.0,37.0,8.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950002,8608324043106650,2024-05-07 00:00:00,9066666666666660,9366666666666660,8766666666666660,,2.0,5625,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Sim,841667,10.0,ALFA  (2º e 3º ano)
ALUNO-351,2.0,F,2022.0,Não,8062502666666660.0,129.0,17.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,10.0,5.0,7.75,6.0,2024-05-09 00:00:00,,3.0,6458333333333330,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7833336666666660,10.0,Fase 2 (5º e 6º ano)
ALUNO-352,4.0,F,2021.0,Não,6607060641870510.0,623.0,56.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875001,67748840426859,2024-05-07 00:00:00,4666666666666660,4666666666666660,6833333333333330,2024-05-02 00:00:00,4.0,7.1875,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Sim,Não,73749975,5.0,Fase 5 (1º EM)
ALUNO-356,0.0,K,2022.0,Não,6602085000000000.0,626.0,169.0,9.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1000002,5833333333333330,4375,7916666666666660,7766666666666660,8066666666666660,,2.0,3125-05-01 00:00:00,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6916665,5.0,Fase 1 (4º ano)
ALUNO-357,3.0,K,2021.0,Não,6361110611111110.0,666.0,88.0,14.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916668,5694444444444440,2024-05-07 00:00:00,5111111111111110,5.0,6833333333333330,2024-05-03 00:00:00,4.0,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,64166575,5.0,Fase 4 (9º ano)
ALUNO-358,7.0,D,2022.0,Não,6112499666666660.0,706.0,14.0,8.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791667,8333333333333330,5.0,2024-05-03 00:00:00,7.0,0.0,,4.0,6875,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase atual,Sim,Não,633333,5.0,Fase 8 (Universitários)
